/opt/miniconda3/envs/alon_env/lib/python3.9/site-packages/transformers/utils/generic.py:260: UserWarning: torch.utils._pytree._register_pytree_node is deprecated. Please use torch.utils._pytree.register_pytree_node instead.
  torch.utils._pytree._register_pytree_node(
##### CONTINUE TRAINING #####


## TEST RESULTS: ##
Test Loss: 0.22017294755622524		 Test MAE: 0.022717510163784028
             RE1 dist: 2.468320792061942		 Val RE1 dist: 10.300270080566406
             SED dist: 0.9642937796456473		 Val SED dist: 4.012689272562663


Epoch 2243/2500: Training Loss: 0.0959127494267055		 Val Loss: 0.35434309641520184
             Training MAE: 0.02634371817111969		 Val MAE: 0.02489287592470646
             Algebraic dist: 1.4140494210379464		 Val Algebraic dist: 2.817275365193685
             Algebraic sqr dist: 4.627682495117187	  Val Algebraic sqr dist: 16.68445587158203
             RE1 dist: 2.3138412475585937		 Val RE1 dist: 8.342227935791016
             SED dist: 0.9390498570033482		 Val SED dist: 3.525989850362142


Epoch 2244/2500: Training Loss: 0.10502215794154576		 Val Loss: 0.4313098192214966
             Training MAE: 0.026394283398985863		 Val MAE: 0.02526216395199299
             Algebraic dist: 1.4638919285365513		 Val Algebraic dist: 3.3391440709431968
             Algebraic sqr dist: 4.879515729631696	  Val Algebraic sqr dist: 20.249329884847004
             RE1 dist: 2.439757864815848		 Val RE1 dist: 10.12466557820638
             SED dist: 1.0300827026367188		 Val SED dist: 4.295627593994141


Epoch 2245/2500: Training Loss: 0.09327129636492049		 Val Loss: 0.43116486072540283
             Training MAE: 0.02675696462392807		 Val MAE: 0.023951368406414986
             Algebraic dist: 1.3661189488002232		 Val Algebraic dist: 3.18523375193278
             Algebraic sqr dist: 4.278504725864956	  Val Algebraic sqr dist: 18.543251037597656
             RE1 dist: 2.139252362932478		 Val RE1 dist: 9.271625518798828
             SED dist: 0.9118705749511719		 Val SED dist: 4.294646263122559


Epoch 2246/2500: Training Loss: 0.10236823218209402		 Val Loss: 0.37652047475179035
             Training MAE: 0.02719716541469097		 Val MAE: 0.024511130526661873
             Algebraic dist: 1.423087637765067		 Val Algebraic dist: 3.027355194091797
             Algebraic sqr dist: 4.543029349190848	  Val Algebraic sqr dist: 18.212121327718098
             RE1 dist: 2.271514674595424		 Val RE1 dist: 9.106060663859049
             SED dist: 1.0022923060825892		 Val SED dist: 3.7483901977539062


Epoch 2247/2500: Training Loss: 0.09587257249014718		 Val Loss: 0.3637632528940837
             Training MAE: 0.02626810222864151		 Val MAE: 0.027088362723588943
             Algebraic dist: 1.3172145298549107		 Val Algebraic dist: 2.8763643900553384
             Algebraic sqr dist: 4.05049307686942	  Val Algebraic sqr dist: 16.168919881184895
             RE1 dist: 2.02524653843471		 Val RE1 dist: 8.084459940592447
             SED dist: 0.9385597229003906		 Val SED dist: 3.6180763244628906


Epoch 2248/2500: Training Loss: 0.10297150611877441		 Val Loss: 0.47505799929300946
             Training MAE: 0.028009947389364243		 Val MAE: 0.027963805943727493
             Algebraic dist: 1.4238695417131697		 Val Algebraic dist: 3.4824727376302085
             Algebraic sqr dist: 4.50996573311942	  Val Algebraic sqr dist: 21.613143920898438
             RE1 dist: 2.25498286655971		 Val RE1 dist: 10.806571960449219
             SED dist: 1.0070033482142857		 Val SED dist: 4.728957494099935


Epoch 2249/2500: Training Loss: 0.12914831978934152		 Val Loss: 0.4133768081665039
             Training MAE: 0.027251558378338814		 Val MAE: 0.025214195251464844
             Algebraic dist: 1.6939483642578126		 Val Algebraic dist: 3.536137898763021
             Algebraic sqr dist: 6.336228724888393	  Val Algebraic sqr dist: 22.6003901163737
             RE1 dist: 3.1681143624441965		 Val RE1 dist: 11.30019505818685
             SED dist: 1.2701043265206473		 Val SED dist: 4.116334279378255


Epoch 2250/2500: Training Loss: 0.10921124730791365		 Val Loss: 0.3733646472295125
             Training MAE: 0.029098937287926674		 Val MAE: 0.02480282261967659
             Algebraic dist: 1.6085954938616072		 Val Algebraic dist: 3.148036321004232
             Algebraic sqr dist: 5.895809936523437	  Val Algebraic sqr dist: 18.741937001546223
             RE1 dist: 2.9479051862444194		 Val RE1 dist: 9.370968500773111
             SED dist: 1.0680768694196427		 Val SED dist: 3.7164223988850913


Epoch 2251/2500: Training Loss: 0.10433613913399832		 Val Loss: 0.36986827850341797
             Training MAE: 0.02724619396030903		 Val MAE: 0.02422783337533474
             Algebraic dist: 1.5055684770856586		 Val Algebraic dist: 3.0514822006225586
             Algebraic sqr dist: 5.232555716378348	  Val Algebraic sqr dist: 18.95406214396159
             RE1 dist: 2.616277858189174		 Val RE1 dist: 9.477031071980795
             SED dist: 1.0223480224609376		 Val SED dist: 3.6819095611572266


Epoch 2252/2500: Training Loss: 0.09201395852225168		 Val Loss: 0.41453393300374347
             Training MAE: 0.026549585163593292		 Val MAE: 0.02456681616604328
             Algebraic dist: 1.3531773158482143		 Val Algebraic dist: 3.293459892272949
             Algebraic sqr dist: 4.275020054408482	  Val Algebraic sqr dist: 19.375130971272785
             RE1 dist: 2.137510027204241		 Val RE1 dist: 9.687565485636393
             SED dist: 0.899849101475307		 Val SED dist: 4.128110885620117


Epoch 2253/2500: Training Loss: 0.10410520689828055		 Val Loss: 0.4225852092107137
             Training MAE: 0.02829083427786827		 Val MAE: 0.024153757840394974
             Algebraic dist: 1.4351864406040737		 Val Algebraic dist: 3.389521916707357
             Algebraic sqr dist: 4.612995256696428	  Val Algebraic sqr dist: 20.682364145914715
             RE1 dist: 2.306497628348214		 Val RE1 dist: 10.341182072957357
             SED dist: 1.018066624232701		 Val SED dist: 4.209338823954265


Epoch 2254/2500: Training Loss: 0.10417254311697824		 Val Loss: 0.38563283284505206
             Training MAE: 0.027632495388388634		 Val MAE: 0.02494596317410469
             Algebraic dist: 1.4855884007045201		 Val Algebraic dist: 3.0271968841552734
             Algebraic sqr dist: 5.043060302734375	  Val Algebraic sqr dist: 22.13543955485026
             RE1 dist: 2.5215303693498883		 Val RE1 dist: 11.06771977742513
             SED dist: 1.0195575169154576		 Val SED dist: 3.8389689127604165


Epoch 2255/2500: Training Loss: 0.09361617905752999		 Val Loss: 0.38820068041483563
             Training MAE: 0.026388082653284073		 Val MAE: 0.0251535102725029
             Algebraic dist: 1.3663695199148995		 Val Algebraic dist: 2.991490046183268
             Algebraic sqr dist: 4.246466064453125	  Val Algebraic sqr dist: 21.506088256835938
             RE1 dist: 2.1232330322265627		 Val RE1 dist: 10.753044128417969
             SED dist: 0.9157206944056919		 Val SED dist: 3.864290237426758


Epoch 2256/2500: Training Loss: 0.10883498873029436		 Val Loss: 0.37166881561279297
             Training MAE: 0.027032112702727318		 Val MAE: 0.02491047792136669
             Algebraic dist: 1.507790047781808		 Val Algebraic dist: 3.0637385050455728
             Algebraic sqr dist: 5.003689575195312	  Val Algebraic sqr dist: 18.671199798583984
             RE1 dist: 2.501844787597656		 Val RE1 dist: 9.335599899291992
             SED dist: 1.0674099513462612		 Val SED dist: 3.6993255615234375


Epoch 2257/2500: Training Loss: 0.09401922225952149		 Val Loss: 0.37193453311920166
             Training MAE: 0.02602505125105381		 Val MAE: 0.024625027552247047
             Algebraic dist: 1.3411830357142858		 Val Algebraic dist: 2.9098641077677407
             Algebraic sqr dist: 4.157681274414062	  Val Algebraic sqr dist: 19.103954315185547
             RE1 dist: 2.078840637207031		 Val RE1 dist: 9.551977157592773
             SED dist: 0.9203295026506696		 Val SED dist: 3.7021271387736


Epoch 2258/2500: Training Loss: 0.09425332886832101		 Val Loss: 0.35110656420389813
             Training MAE: 0.027247125282883644		 Val MAE: 0.024341586977243423
             Algebraic dist: 1.331601824079241		 Val Algebraic dist: 2.788880983988444
             Algebraic sqr dist: 4.107774135044643	  Val Algebraic sqr dist: 15.367543538411459
             RE1 dist: 2.0538870675223215		 Val RE1 dist: 7.6837724049886065
             SED dist: 0.9211678641183035		 Val SED dist: 3.4935757319132485


Epoch 2259/2500: Training Loss: 0.0941258158002581		 Val Loss: 0.4414706230163574
             Training MAE: 0.026748258620500565		 Val MAE: 0.028796518221497536
             Algebraic dist: 1.319295174734933		 Val Algebraic dist: 3.3451452255249023
             Algebraic sqr dist: 3.9151811872209823	  Val Algebraic sqr dist: 19.7061767578125
             RE1 dist: 1.9575905936104911		 Val RE1 dist: 9.85308837890625
             SED dist: 0.9203770228794643		 Val SED dist: 4.3912309010823565


Epoch 2260/2500: Training Loss: 0.16129567282540458		 Val Loss: 0.4288213650385539
             Training MAE: 0.02953239157795906		 Val MAE: 0.0289083793759346
             Algebraic dist: 2.0086427961077007		 Val Algebraic dist: 3.492903709411621
             Algebraic sqr dist: 8.566365269252232	  Val Algebraic sqr dist: 22.17302703857422
             RE1 dist: 4.283182634626116		 Val RE1 dist: 11.08651351928711
             SED dist: 1.5877223423549107		 Val SED dist: 4.266467412312825


Epoch 2261/2500: Training Loss: 0.10456642423357282		 Val Loss: 0.5598140160242716
             Training MAE: 0.027874859049916267		 Val MAE: 0.026738803833723068
             Algebraic dist: 1.5395274571010045		 Val Algebraic dist: 4.226191520690918
             Algebraic sqr dist: 5.485567801339286	  Val Algebraic sqr dist: 31.5691655476888
             RE1 dist: 2.7427843366350446		 Val RE1 dist: 15.7845827738444
             SED dist: 1.02388425554548		 Val SED dist: 5.578914642333984


Epoch 2262/2500: Training Loss: 0.1152853148324149		 Val Loss: 0.4064570665359497
             Training MAE: 0.027349762618541718		 Val MAE: 0.028626063838601112
             Algebraic dist: 1.6428157261439733		 Val Algebraic dist: 3.2305288314819336
             Algebraic sqr dist: 6.045650373186384	  Val Algebraic sqr dist: 21.146617889404297
             RE1 dist: 3.022824968610491		 Val RE1 dist: 10.573309580485025
             SED dist: 1.131642041887556		 Val SED dist: 4.042361259460449


Epoch 2263/2500: Training Loss: 0.09630184854779925		 Val Loss: 0.3611339330673218
             Training MAE: 0.0283241868019104		 Val MAE: 0.02685161679983139
             Algebraic dist: 1.433292715890067		 Val Algebraic dist: 2.9800144831339517
             Algebraic sqr dist: 4.705602591378348	  Val Algebraic sqr dist: 18.94696044921875
             RE1 dist: 2.352801295689174		 Val RE1 dist: 9.473480224609375
             SED dist: 0.9405502319335938		 Val SED dist: 3.591728846232096


Epoch 2264/2500: Training Loss: 0.09035297802516393		 Val Loss: 0.34524766604105633
             Training MAE: 0.027048591524362564		 Val MAE: 0.026913264766335487
             Algebraic dist: 1.3368659973144532		 Val Algebraic dist: 2.830254872639974
             Algebraic sqr dist: 4.129142107282366	  Val Algebraic sqr dist: 15.850828806559244
             RE1 dist: 2.064571053641183		 Val RE1 dist: 7.925414403279622
             SED dist: 0.8825849260602678		 Val SED dist: 3.432722727457682


Epoch 2265/2500: Training Loss: 0.08947339739118304		 Val Loss: 0.394741415977478
             Training MAE: 0.027127843350172043		 Val MAE: 0.027146736159920692
             Algebraic dist: 1.2903606959751674		 Val Algebraic dist: 3.0342658360799155
             Algebraic sqr dist: 3.9466334751674106	  Val Algebraic sqr dist: 17.131201426188152
             RE1 dist: 1.9733167375837053		 Val RE1 dist: 8.565600713094076
             SED dist: 0.8734940665108817		 Val SED dist: 3.9270175298055015


Epoch 2266/2500: Training Loss: 0.10892932755606514		 Val Loss: 0.3464711507161458
             Training MAE: 0.027062654495239258		 Val MAE: 0.02631613053381443
             Algebraic dist: 1.4519289289202009		 Val Algebraic dist: 2.7574132283528647
             Algebraic sqr dist: 4.684916904994419	  Val Algebraic sqr dist: 18.480817159016926
             RE1 dist: 2.3424584524972096		 Val RE1 dist: 9.240408579508463
             SED dist: 1.067893327985491		 Val SED dist: 3.4452088673909507


Epoch 2267/2500: Training Loss: 0.09183158193315778		 Val Loss: 0.506100058555603
             Training MAE: 0.027297599241137505		 Val MAE: 0.02338120900094509
             Algebraic dist: 1.3118036542619977		 Val Algebraic dist: 3.64036496480306
             Algebraic sqr dist: 3.9939749581473216	  Val Algebraic sqr dist: 22.807968139648438
             RE1 dist: 1.9969874790736608		 Val RE1 dist: 11.403984069824219
             SED dist: 0.8967780521937779		 Val SED dist: 5.044890403747559


Epoch 2268/2500: Training Loss: 0.12302277428763253		 Val Loss: 0.3760954936345418
             Training MAE: 0.02777370810508728		 Val MAE: 0.028854060918092728
             Algebraic dist: 1.6054991585867746		 Val Algebraic dist: 3.09710693359375
             Algebraic sqr dist: 5.5435860770089285	  Val Algebraic sqr dist: 19.56551996866862
             RE1 dist: 2.7717930385044642		 Val RE1 dist: 9.78275998433431
             SED dist: 1.2078031267438616		 Val SED dist: 3.738793690999349


Epoch 2269/2500: Training Loss: 0.10229765347072056		 Val Loss: 0.3639587163925171
             Training MAE: 0.02692028321325779		 Val MAE: 0.023992598056793213
             Algebraic dist: 1.4799321855817522		 Val Algebraic dist: 3.0312881469726562
             Algebraic sqr dist: 5.022412109375	  Val Algebraic sqr dist: 17.205726623535156
             RE1 dist: 2.511206490652902		 Val RE1 dist: 8.602863311767578
             SED dist: 1.0020657130650112		 Val SED dist: 3.6228758494059243


Epoch 2270/2500: Training Loss: 0.09666322299412318		 Val Loss: 0.3449277877807617
             Training MAE: 0.027494845911860466		 Val MAE: 0.026521924883127213
             Algebraic dist: 1.3755093165806362		 Val Algebraic dist: 2.7389914194742837
             Algebraic sqr dist: 4.3760445731026785	  Val Algebraic sqr dist: 16.304916381835938
             RE1 dist: 2.1880222865513392		 Val RE1 dist: 8.152458190917969
             SED dist: 0.9446788242885045		 Val SED dist: 3.429703712463379


Epoch 2271/2500: Training Loss: 0.10208993639264788		 Val Loss: 0.37633124987284344
             Training MAE: 0.027012960985302925		 Val MAE: 0.024262087419629097
             Algebraic dist: 1.3990192958286831		 Val Algebraic dist: 2.8813149134318032
             Algebraic sqr dist: 4.531433977399554	  Val Algebraic sqr dist: 18.469725290934246
             RE1 dist: 2.265716988699777		 Val RE1 dist: 9.234862645467123
             SED dist: 0.9996844700404576		 Val SED dist: 3.7463906606038413


Epoch 2272/2500: Training Loss: 0.0929692132132394		 Val Loss: 0.35024813810984295
             Training MAE: 0.026058940216898918		 Val MAE: 0.02395446226000786
             Algebraic dist: 1.2923964364188059		 Val Algebraic dist: 2.71449343363444
             Algebraic sqr dist: 3.898031180245536	  Val Algebraic sqr dist: 17.954305013020832
             RE1 dist: 1.949015590122768		 Val RE1 dist: 8.977152506510416
             SED dist: 0.9097529820033482		 Val SED dist: 3.485798199971517


Epoch 2273/2500: Training Loss: 0.09426040649414062		 Val Loss: 0.34213948249816895
             Training MAE: 0.026153922080993652		 Val MAE: 0.02376091480255127
             Algebraic dist: 1.3020638602120536		 Val Algebraic dist: 2.6497648557027182
